client_id,client_type,first_name,last_name,date_of_birth,gender,country,region,acquisition_purpose,satisfaction_score,loan_applied,referral_channel,predicted_cluster_id,predicted_cluster_name
C0443,Individual,Carol,Phelps,1975-01-01,Male,USA,Colorado,Personal Use,4.4,No,Direct,C4,Luxury Investor
C0444,Individual,Cheryl,Walker,1975-01-01,Female,USA,Oregon,Investment,3,Yes,Corporate,C2,First-Time Buyer
C0445,Individual,Jose,Hess,1975-01-01,Male,USA,Washington,Personal Use,3.7,No,Website,C1,Global Investor
C0446,Individual,Anna,Buchanan,1975-01-01,Female,USA,Texas,Personal Use,4.4,Yes,Agency,C2,First-Time Buyer
C0447,Individual,Karen,Robinson,1975-01-01,Male,USA,Virginia,Investment,3,No,Client,C1,Global Investor
C0448,Individual,Margaret,Tate,1975-01-01,Female,USA,Georgia,Personal Use,3.7,Yes,Direct,C2,First-Time Buyer
C0449,Individual,Sharon,Patrick,1975-01-01,Male,USA,New York,Personal Use,4.4,No,Corporate,C4,Luxury Investor
C0450,Individual,Jonathan,Mendez,1975-01-01,Female,UK,Florida,Investment,3,Yes,Website,C1,Global Investor
C0451,Individual,Sean,Jensen,1975-01-01,Male,Canada,Utah,Investment,3.7,No,Agency,C1,Global Investor
C0452,Individual,Alexander,Hendricks,1975-01-01,Female,Germany,Ohio,Investment,4.4,Yes,Client,C1,Global Investor
C0453,Individual,Lauren,Espinoza,1975-01-01,Male,France,London,Investment,3,No,Direct,C1,Global Investor
C0454,Individual,Christine,Karenina,1975-01-01,Female,Belgium,Berlin,Investment,3.7,Yes,Corporate,C1,Global Investor
C0455,Individual,Joyce,Huff,1975-01-01,Male,Mexico,Paris,Investment,4.4,No,Website,C1,Global Investor
C0456,Corporate,Horizon,Co,1975-01-01,Other,Russia,Ontario,Investment,3,Yes,Agency,C3,Corporate Buyer
C0457,Individual,Nancy,Chandler,1975-01-01,Male,Denmark,Quebec,Investment,3.7,No,Client,C1,Global Investor
C0458,Individual,Kyle,Park,1975-01-01,Female,Australia,Brussels,Investment,4.4,Yes,Direct,C1,Global Investor
C0459,Individual,Mark,Hunt,1975-01-01,Male,USA,Dubai,Investment,3,No,Corporate,C1,Global Investor
C0460,Individual,Janice,Mata,1975-01-01,Female,USA,California,Personal Use,3.7,Yes,Website,C2,First-Time Buyer
C0461,Individual,Amy,Mckee,1975-01-01,Male,USA,Nevada,Personal Use,4.4,No,Agency,C4,Luxury Investor
C0462,Individual,Jason,Gilbert,1975-01-01,Female,USA,Arizona,Investment,3,Yes,Client,C2,First-Time Buyer
C0463,Individual,Lauren,Li,1975-01-01,Male,USA,Colorado,Personal Use,3.7,No,Direct,C1,Global Investor
C0464,Individual,Albert,Riggs,1975-01-01,Female,USA,Oregon,Personal Use,4.4,Yes,Corporate,C2,First-Time Buyer
C0465,Individual,Deborah,Johns,1975-01-01,Male,USA,Washington,Investment,3,No,Website,C1,Global Investor
C0466,Individual,Shirley,Madden,1975-01-01,Female,USA,Texas,Personal Use,3.7,Yes,Agency,C2,First-Time Buyer
C0467,Individual,William,Ewing,1975-01-01,Male,UK,Virginia,Investment,4.4,No,Client,C1,Global Investor
C0468,Individual,Walter,Walter,1975-01-01,Female,Canada,Georgia,Investment,3,Yes,Direct,C1,Global Investor
C0469,Individual,Christopher,Franco,1975-01-01,Male,Germany,New York,Investment,3.7,No,Corporate,C1,Global Investor
C0470,Individual,Patrick,Mora,1975-01-01,Female,France,Florida,Investment,4.4,Yes,Website,C1,Global Investor
C0471,Individual,Nathan,Kennedy,1975-01-01,Male,Belgium,Utah,Investment,3,No,Agency,C1,Global Investor
C0472,Individual,Evelyn,Palmer,1975-01-01,Female,Mexico,Ohio,Investment,3.7,Yes,Client,C1,Global Investor
C0473,Individual,Julia,Vega,1975-01-01,Male,Russia,London,Investment,4.4,No,Direct,C1,Global Investor
C0474,Individual,Ronald,Glass,1975-01-01,Female,Denmark,Berlin,Investment,3,Yes,Corporate,C1,Global Investor
C0475,Individual,Megan,Carr,1975-01-01,Male,Australia,Paris,Investment,3.7,No,Website,C1,Global Investor
C0476,Individual,Kenneth,Marquez,1975-01-01,Female,USA,Ontario,Personal Use,4.4,Yes,Agency,C2,First-Time Buyer
C0477,Individual,Gerald,Brown,1975-01-01,Male,USA,Quebec,Investment,3,No,Client,C1,Global Investor
C0478,Individual,Stephen,Ramirez,1975-01-01,Female,USA,Brussels,Personal Use,3.7,Yes,Direct,C2,First-Time Buyer
C0479,Individual,Elizabeth,Holland,1975-01-01,Male,USA,Dubai,Personal Use,4.4,No,Corporate,C4,Luxury Investor
C0480,Individual,Betty,Cardenas,1975-01-01,Female,USA,California,Investment,3,Yes,Website,C2,First-Time Buyer
C0481,Individual,Sara,Williamson,1975-01-01,Male,USA,Nevada,Personal Use,3.7,No,Agency,C1,Global Investor
C0482,Individual,Anthony,Rios,1975-01-01,Female,USA,Arizona,Personal Use,4.4,Yes,Client,C2,First-Time Buyer
C0483,Individual,Emma,Nielsen,1975-01-01,Male,USA,Colorado,Investment,3,No,Direct,C1,Global Investor
C0484,Individual,Rebecca,Flowers,1975-01-01,Female,UK,Oregon,Investment,3.7,Yes,Corporate,C1,Global Investor
C0485,Individual,Billy,Hinton,1975-01-01,Male,Canada,Washington,Investment,4.4,No,Website,C1,Global Investor
C0486,Individual,Melissa,Greer,1975-01-01,Female,Germany,Texas,Investment,3,Yes,Agency,C1,Global Investor
C0487,Individual,Aaron,Nixon,1975-01-01,Male,France,Virginia,Investment,3.7,No,Client,C1,Global Investor
C0488,Individual,Judy,Berger,1975-01-01,Female,Belgium,Georgia,Investment,4.4,Yes,Direct,C1,Global Investor
C0489,Individual,Danielle,Fuller,1975-01-01,Male,Mexico,New York,Investment,3,No,Corporate,C1,Global Investor
C0490,Individual,David,Costa,1975-01-01,Female,Russia,Florida,Investment,3.7,Yes,Website,C1,Global Investor
C0491,Individual,Paul,Lynch,1975-01-01,Male,Denmark,Utah,Investment,4.4,No,Agency,C1,Global Investor
C0492,Individual,Raymond,Shea,1975-01-01,Female,Australia,Ohio,Investment,3,Yes,Client,C1,Global Investor
C0493,Individual,Gloria,Christensen,1975-01-01,Male,USA,London,Personal Use,3.7,No,Direct,C1,Global Investor
C0494,Corporate,Bravada,Co,1975-01-01,Other,USA,Berlin,Investment,4.4,No,Corporate,C3,Corporate Buyer
C0495,Individual,Heather,Owen,1975-01-01,Male,USA,Paris,Investment,3,No,Website,C1,Global Investor
C0496,Individual,Katherine,Edwards,1975-01-01,Female,USA,Ontario,Personal Use,3.7,Yes,Agency,C2,First-Time Buyer
C0497,Individual,Emily,Merritt,1975-01-01,Male,USA,Quebec,Personal Use,4.4,No,Client,C4,Luxury Investor
C0498,Individual,Susan,Larsen,1975-01-01,Female,USA,Brussels,Investment,3,Yes,Direct,C2,First-Time Buyer
C0499,Individual,Noah,Stein,1975-01-01,Male,USA,Dubai,Personal Use,3.7,No,Corporate,C1,Global Investor
C0500,Individual,Joan,Perry,1975-01-01,Female,USA,California,Personal Use,4.4,Yes,Website,C2,First-Time Buyer
C0501,Individual,Ryan,Mueller,1975-01-01,Male,UK,Nevada,Investment,3,No,Agency,C1,Global Investor
C0502,Individual,James,Ellis,1975-01-01,Female,Canada,Arizona,Investment,3.7,Yes,Client,C1,Global Investor
C0503,Individual,Ruth,Forbes,1975-01-01,Male,Germany,Colorado,Investment,4.4,No,Direct,C1,Global Investor
C0504,Individual,Roger,Grant,1975-01-01,Female,France,Oregon,Investment,3,Yes,Corporate,C1,Global Investor
C0505,Individual,Zachary,Fischer,1975-01-01,Male,Belgium,Washington,Investment,3.7,No,Website,C1,Global Investor
C0506,Individual,Lisa,Howard,1975-01-01,Female,Mexico,Texas,Investment,4.4,Yes,Agency,C1,Global Investor
C0507,Individual,Maria,Huang,1975-01-01,Male,Russia,Virginia,Investment,3,No,Client,C1,Global Investor
C0508,Individual,Samuel,Meyer,1975-01-01,Female,Denmark,Georgia,Investment,3.7,Yes,Direct,C1,Global Investor
C0509,Individual,Edward,Dorsey,1975-01-01,Male,Australia,New York,Investment,4.4,No,Corporate,C1,Global Investor
C0510,Individual,Justin,Mack,1975-01-01,Female,USA,Florida,Investment,3,Yes,Website,C2,First-Time Buyer
C0511,Individual,Jesse,Petrova,1975-01-01,Male,USA,Utah,Personal Use,3.7,No,Agency,C1,Global Investor
C0512,Individual,Samantha,Hanson,1975-01-01,Female,USA,Ohio,Personal Use,4.4,Yes,Client,C2,First-Time Buyer
C0513,Individual,Daniel,Estes,1975-01-01,Male,USA,London,Investment,3,No,Direct,C1,Global Investor
C0514,Individual,Diane,Miller,1975-01-01,Female,USA,Berlin,Personal Use,3.7,Yes,Corporate,C2,First-Time Buyer
C0515,Individual,Charles,Anderson,1975-01-01,Male,USA,Paris,Personal Use,4.4,No,Website,C4,Luxury Investor
C0516,Individual,Keith,Hurley,1975-01-01,Female,USA,Ontario,Investment,3,Yes,Agency,C2,First-Time Buyer
C0517,Individual,Joshua,Stewart,1975-01-01,Male,USA,Quebec,Personal Use,3.7,No,Client,C1,Global Investor
C0518,Individual,Stephanie,Ali,1975-01-01,Female,UK,Brussels,Investment,4.4,Yes,Direct,C1,Global Investor
C0519,Individual,Richard,Bennett,1975-01-01,Male,Canada,Dubai,Investment,3,No,Corporate,C1,Global Investor
C0520,Individual,Judith,Benitez,1975-01-01,Female,Germany,California,Investment,3.7,Yes,Website,C1,Global Investor
C0521,Individual,Kimberly,Strong,1975-01-01,Male,France,Nevada,Investment,4.4,No,Agency,C1,Global Investor
C0522,Individual,George,Roman,1975-01-01,Female,Belgium,Arizona,Investment,3,Yes,Client,C1,Global Investor
C0523,Individual,Teresa,Blake,1975-01-01,Male,Mexico,Colorado,Investment,3.7,No,Direct,C1,Global Investor
C0524,Individual,Madison,Shannon,1975-01-01,Female,Russia,Oregon,Investment,4.4,Yes,Corporate,C1,Global Investor
C0525,Individual,Douglas,Glover,1975-01-01,Male,Denmark,Washington,Investment,3,No,Website,C1,Global Investor
C0526,Individual,Jessica,Bray,1975-01-01,Female,Australia,Texas,Investment,3.7,Yes,Agency,C1,Global Investor
C0527,Individual,Steven,Collier,1975-01-01,Male,USA,Virginia,Personal Use,4.4,No,Client,C4,Luxury Investor
C0528,Individual,Nicole,Simon,1975-01-01,Female,USA,Georgia,Investment,3,Yes,Direct,C2,First-Time Buyer
C0529,Individual,Jennifer,Steward,1975-01-01,Male,USA,New York,Personal Use,3.7,No,Corporate,C1,Global Investor
C0530,Individual,Brian,Bailey,1975-01-01,Female,USA,Florida,Personal Use,4.4,Yes,Website,C2,First-Time Buyer
C0531,Individual,Brenda,Choi,1975-01-01,Male,USA,Utah,Investment,3,No,Agency,C1,Global Investor
C0532,Corporate,Telnox,Co,1975-01-01,Other,USA,Ohio,Investment,3.7,No,Client,C3,Corporate Buyer
C0533,Individual,Debra,Michael,1975-01-01,Male,USA,London,Personal Use,4.4,No,Direct,C4,Luxury Investor
C0534,Individual,Austin,Chen,1975-01-01,Female,USA,Berlin,Investment,3,Yes,Corporate,C2,First-Time Buyer
C0535,Individual,Austin,Hogan,1975-01-01,Male,UK,Paris,Investment,3.7,No,Website,C1,Global Investor
C0536,Individual,Austin,Fisher,1975-01-01,Female,Canada,Ontario,Investment,4.4,Yes,Agency,C1,Global Investor
C0537,Individual,Austin,Turner,1975-01-01,Male,Germany,Quebec,Investment,3,No,Client,C1,Global Investor
C0538,Individual,Kareem,Juarez,1975-01-01,Female,France,Brussels,Investment,3.7,Yes,Direct,C1,Global Investor
C0539,Individual,Trystan,Shaffer,1975-01-01,Male,Belgium,Dubai,Investment,4.4,No,Corporate,C1,Global Investor
C0540,Individual,Kale,Leonard,1975-01-01,Female,Mexico,California,Investment,3,Yes,Website,C1,Global Investor
C0541,Individual,Russell,Pugh,1975-01-01,Male,Russia,Nevada,Investment,3.7,No,Agency,C1,Global Investor
C0542,Individual,Marleez,Crane,1975-01-01,Female,Denmark,Arizona,Investment,4.4,Yes,Client,C1,Global Investor
C0543,Individual,Yurem,Irwin,1975-01-01,Male,Australia,Colorado,Investment,3,No,Direct,C1,Global Investor
C0544,Individual,Xavier,Stout,1975-01-01,Female,USA,Oregon,Personal Use,3.7,Yes,Corporate,C2,First-Time Buyer
C0545,Individual,Kayden,Simmons,1975-01-01,Male,USA,Washington,Personal Use,4.4,No,Website,C4,Luxury Investor
C0546,Individual,Joaquin,Villarreal,1975-01-01,Female,USA,Texas,Investment,3,Yes,Agency,C2,First-Time Buyer
C0547,Individual,Nicolas,Melton,1975-01-01,Male,USA,Virginia,Personal Use,3.7,No,Client,C1,Global Investor
C0548,Individual,Laci,Fritz,1975-01-01,Female,USA,Georgia,Personal Use,4.4,Yes,Direct,C2,First-Time Buyer
C0549,Individual,Kylax,Morrison,1975-01-01,Male,USA,New York,Investment,3,No,Corporate,C1,Global Investor
C0550,Individual,Harley,Wyatt,1975-01-01,Female,USA,Florida,Personal Use,3.7,Yes,Website,C2,First-Time Buyer
C0551,Individual,Esther,Robles,1975-01-01,Male,USA,Utah,Personal Use,4.4,No,Agency,C4,Luxury Investor
C0552,Individual,Jaylynn,Cross,1975-01-01,Female,UK,Ohio,Investment,3,Yes,Client,C1,Global Investor
C0553,Individual,Olivia,Mercer,1975-01-01,Male,Canada,London,Investment,3.7,No,Direct,C1,Global Investor
C0554,Individual,Antonio,Cameron,1975-01-01,Female,Germany,Berlin,Investment,4.4,Yes,Corporate,C1,Global Investor
C0555,Individual,Luke,Lozano,1975-01-01,Male,France,Paris,Investment,3,No,Website,C1,Global Investor
C0556,Individual,Anahi,Oneill,1975-01-01,Female,Belgium,Ontario,Investment,3.7,Yes,Agency,C1,Global Investor
C0557,Individual,Camille,Watts,1975-01-01,Male,Mexico,Quebec,Investment,4.4,No,Client,C1,Global Investor
C0558,Individual,Jesus,Ayers,1975-01-01,Female,Russia,Brussels,Investment,3,Yes,Direct,C1,Global Investor
C0559,Individual,Araceli,Goodwin,1975-01-01,Male,Denmark,Dubai,Investment,3.7,No,Corporate,C1,Global Investor
C0560,Individual,Cole,Hatfield,1975-01-01,Female,Australia,California,Investment,4.4,Yes,Website,C1,Global Investor
C0561,Individual,Alonso,Aleksandrov,1975-01-01,Male,USA,Nevada,Investment,3,No,Agency,C1,Global Investor
C0562,Individual,Rodolfo,Mcconnell,1975-01-01,Female,USA,Arizona,Personal Use,3.7,Yes,Client,C2,First-Time Buyer
C0563,Individual,Joseph,Ferrell,1975-01-01,Male,USA,Colorado,Personal Use,4.4,No,Direct,C4,Luxury Investor
C0564,Individual,Grant,Hansen,1975-01-01,Female,USA,Oregon,Investment,3,Yes,Corporate,C2,First-Time Buyer
C0565,Individual,Ava,Carrillo,1975-01-01,Male,USA,Washington,Personal Use,3.7,No,Website,C1,Global Investor
C0566,Individual,Kyla,Simpson,1975-01-01,Female,USA,Texas,Personal Use,4.4,Yes,Agency,C2,First-Time Buyer
C0567,Individual,Alanna,Sanchez,1975-01-01,Male,USA,Virginia,Investment,3,No,Client,C1,Global Investor
C0568,Individual,Skylar,Charles,1975-01-01,Female,USA,Georgia,Personal Use,3.7,Yes,Direct,C2,First-Time Buyer
C0569,Individual,Rodrigo,Singh,1975-01-01,Male,UK,New York,Investment,4.4,No,Corporate,C1,Global Investor
C0570,Corporate,Grandis,Co,1975-01-01,Other,Canada,Florida,Investment,3,Yes,Website,C3,Corporate Buyer
C0571,Individual,Lauryn,Stephenson,1975-01-01,Male,Germany,Utah,Investment,3.7,No,Agency,C1,Global Investor
C0572,Individual,Diego,Poole,1975-01-01,Female,France,Ohio,Investment,4.4,Yes,Client,C1,Global Investor
C0573,Individual,Victor,Bright,1975-01-01,Male,Belgium,London,Investment,3,No,Direct,C1,Global Investor
C0574,Individual,Scarlet,Hall,1975-01-01,Female,Mexico,Berlin,Investment,3.7,Yes,Corporate,C1,Global Investor
C0575,Individual,Janelle,Weaver,1975-01-01,Male,Russia,Paris,Investment,4.4,No,Website,C1,Global Investor
C0576,Individual,Aleksandra,Green,1975-01-01,Female,Denmark,Ontario,Investment,3,Yes,Agency,C1,Global Investor
C0577,Individual,Conner,Sanders,1975-01-01,Male,Australia,Quebec,Investment,3.7,No,Client,C1,Global Investor
C0578,Individual,Zain,Carter,1975-01-01,Female,USA,Brussels,Personal Use,4.4,Yes,Direct,C2,First-Time Buyer
C0579,Individual,Maia,Wilson,1975-01-01,Male,USA,Dubai,Investment,3,No,Corporate,C1,Global Investor
C0580,Individual,Jordyn,Harris,1975-01-01,Female,USA,California,Personal Use,3.7,Yes,Website,C2,First-Time Buyer
C0581,Individual,Diana,Alexander,1975-01-01,Male,USA,Nevada,Personal Use,4.4,No,Agency,C4,Luxury Investor
C0582,Individual,Kevin,Williams,1975-01-01,Female,USA,Arizona,Investment,3,Yes,Client,C2,First-Time Buyer
C0583,Individual,Brisa,Chavez,1975-01-01,Male,USA,Colorado,Personal Use,3.7,No,Direct,C1,Global Investor
C0584,Individual,Mason,Peterson,1975-01-01,Female,USA,Oregon,Personal Use,4.4,Yes,Corporate,C2,First-Time Buyer
C0585,Individual,Derick,Kim,1975-01-01,Male,USA,Washington,Investment,3,No,Website,C1,Global Investor
C0586,Individual,Jace,Martin,1975-01-01,Female,UK,Texas,Investment,3.7,Yes,Agency,C1,Global Investor
C0587,Individual,Jair,Adams,1975-01-01,Male,Canada,Virginia,Investment,4.4,No,Client,C1,Global Investor
C0588,Individual,Matilda,Johnson,1975-01-01,Female,Germany,Georgia,Investment,3,Yes,Direct,C1,Global Investor
C0589,Individual,Myla,Moore,1975-01-01,Male,France,New York,Investment,3.7,No,Corporate,C1,Global Investor
C0590,Individual,Miguel,Campbell,1975-01-01,Female,Belgium,Florida,Investment,4.4,Yes,Website,C1,Global Investor
C0591,Individual,Mara,Brooks,1975-01-01,Male,Mexico,Utah,Investment,3,No,Agency,C1,Global Investor
C0592,Individual,Erik,Pierce,1975-01-01,Female,Russia,Ohio,Investment,3.7,Yes,Client,C1,Global Investor
C0593,Individual,Henry,Roberts,1975-01-01,Male,Denmark,London,Investment,4.4,No,Direct,C1,Global Investor
C0594,Individual,Oswaldo,Gray,1975-01-01,Female,Australia,Berlin,Investment,3,Yes,Corporate,C1,Global Investor
C0595,Individual,Kassidy,James,1975-01-01,Male,USA,Paris,Personal Use,3.7,No,Website,C1,Global Investor
C0596,Individual,Morgan,Price,1975-01-01,Female,USA,Ontario,Personal Use,4.4,Yes,Agency,C2,First-Time Buyer
C0597,Individual,Tyler,Evans,1975-01-01,Male,USA,Quebec,Investment,3,No,Client,C1,Global Investor
C0598,Individual,Yesenia,Wood,1975-01-01,Female,USA,Brussels,Personal Use,3.7,Yes,Direct,C2,First-Time Buyer
C0599,Individual,Gordon,Foster,1975-01-01,Male,USA,Dubai,Personal Use,4.4,No,Corporate,C4,Luxury Investor
C0600,Individual,Melanie,Phillips,1975-01-01,Female,USA,California,Investment,3,Yes,Website,C2,First-Time Buyer
C0601,Individual,Enrique,Stone,1975-01-01,Male,USA,Nevada,Personal Use,3.7,No,Agency,C1,Global Investor
C0602,Individual,Helen,Richardson,1975-01-01,Female,USA,Arizona,Personal Use,4.4,Yes,Client,C2,First-Time Buyer
C0603,Individual,Isis,Reyes,1975-01-01,Male,UK,Colorado,Investment,3,No,Direct,C1,Global Investor
C0604,Individual,Kayley,Jordan,1975-01-01,Female,Canada,Oregon,Investment,3.7,Yes,Corporate,C1,Global Investor
C0605,Individual,Donavan,Owens,1975-01-01,Male,Germany,Washington,Investment,4.4,No,Website,C1,Global Investor
C0606,Individual,Augustus,Rogers,1975-01-01,Female,France,Texas,Investment,3,Yes,Agency,C1,Global Investor
C0607,Individual,Alejandra,Hughes,1975-01-01,Male,Belgium,Virginia,Investment,3.7,No,Client,C1,Global Investor
C0608,Corporate,Altira,Co,1975-01-01,Other,Mexico,Georgia,Investment,4.4,No,Direct,C3,Corporate Buyer
C0609,Individual,Jaelyn,Patterson,1975-01-01,Male,Russia,New York,Investment,3,No,Corporate,C1,Global Investor
C0610,Individual,Tristian,Baker,1975-01-01,Female,Denmark,Florida,Investment,3.7,Yes,Website,C1,Global Investor
C0611,Individual,Christian,Morales,1975-01-01,Male,Australia,Utah,Investment,4.4,No,Agency,C1,Global Investor
C0612,Individual,Nora,Collins,1975-01-01,Female,USA,Ohio,Investment,3,Yes,Client,C2,First-Time Buyer
C0613,Individual,Dangelo,Montgomery,1975-01-01,Male,USA,London,Personal Use,3.7,No,Direct,C1,Global Investor
C0614,Individual,Aiyana,Scott,1975-01-01,Female,USA,Berlin,Personal Use,4.4,Yes,Corporate,C2,First-Time Buyer
C0615,Individual,Sidney,Smith,1975-01-01,Male,USA,Paris,Investment,3,No,Website,C1,Global Investor
C0616,Individual,Kaitlin,King,1975-01-01,Female,USA,Ontario,Personal Use,3.7,Yes,Agency,C2,First-Time Buyer
C0617,Individual,Issac,Jackson,1975-01-01,Male,USA,Quebec,Personal Use,4.4,No,Client,C4,Luxury Investor
C0618,Individual,Zaiden,Griffin,1975-01-01,Female,USA,Brussels,Investment,3,Yes,Direct,C2,First-Time Buyer
C0619,Individual,Iris,Young,1975-01-01,Male,USA,Dubai,Personal Use,3.7,No,Corporate,C1,Global Investor
C0620,Individual,Grace,Thomas,1975-01-01,Female,UK,California,Investment,4.4,Yes,Website,C1,Global Investor
C0621,Individual,Alessandra,Reed,1975-01-01,Male,Canada,Nevada,Investment,3,No,Agency,C1,Global Investor
C0622,Individual,Jamal,White,1975-01-01,Female,Germany,Arizona,Investment,3.7,Yes,Client,C1,Global Investor
C0623,Individual,Irvin,Watson,1975-01-01,Male,France,Colorado,Investment,4.4,No,Direct,C1,Global Investor
C0624,Individual,Terry,Peterson,1975-01-01,Female,Belgium,Oregon,Investment,3,Yes,Corporate,C1,Global Investor
C0625,Individual,Jacqueline,Walker,1975-01-01,Male,Mexico,Washington,Investment,3.7,No,Website,C1,Global Investor
C0626,Individual,Brock,Ward,1975-01-01,Female,Russia,Texas,Investment,4.4,Yes,Agency,C1,Global Investor
C0627,Individual,Curtis,Liu,1975-01-01,Male,Denmark,Virginia,Investment,3,No,Client,C1,Global Investor
C0628,Individual,Avah,Oconnor,1975-01-01,Female,Australia,Georgia,Investment,3.7,Yes,Direct,C1,Global Investor
C0629,Individual,Frank,Gay,1975-01-01,Male,USA,New York,Personal Use,4.4,No,Corporate,C4,Luxury Investor
C0630,Individual,Darien,Gross,1975-01-01,Female,USA,Florida,Investment,3,Yes,Website,C2,First-Time Buyer
C0631,Individual,Franklin,Co,1975-01-01,Male,USA,Utah,Personal Use,3.7,No,Agency,C1,Global Investor
C0632,Individual,Elena,Wright,1975-01-01,Female,USA,Ohio,Personal Use,4.4,Yes,Client,C2,First-Time Buyer
C0633,Individual,Jack,Faulkner,1975-01-01,Male,USA,London,Investment,3,No,Direct,C1,Global Investor
C0634,Individual,Emmett,Olsen,1975-01-01,Female,USA,Berlin,Personal Use,3.7,Yes,Corporate,C2,First-Time Buyer
C0635,Individual,Aniya,Mullins,1975-01-01,Male,USA,Paris,Personal Use,4.4,No,Website,C4,Luxury Investor
C0636,Individual,Kael,Navarro,1975-01-01,Female,USA,Ontario,Investment,3,Yes,Agency,C2,First-Time Buyer
C0637,Individual,Kamden,Guerra,1975-01-01,Male,UK,Quebec,Investment,3.7,No,Client,C1,Global Investor
C0638,Individual,Aniyah,Lucero,1975-01-01,Female,Canada,Brussels,Investment,4.4,Yes,Direct,C1,Global Investor
C0639,Individual,Simon,Hickman,1975-01-01,Male,Germany,Dubai,Investment,3,No,Corporate,C1,Global Investor
C0640,Individual,Laurel,Oconnell,1975-01-01,Female,France,California,Investment,3.7,Yes,Website,C1,Global Investor
C0641,Individual,Trey,Porter,1975-01-01,Male,Belgium,Nevada,Investment,4.4,No,Agency,C1,Global Investor
C0642,Individual,Myah,Lynn,1975-01-01,Female,Mexico,Arizona,Investment,3,Yes,Client,C1,Global Investor
C0643,Individual,Nyla,Curry,1975-01-01,Male,Russia,Colorado,Investment,3.7,No,Direct,C1,Global Investor
C0644,Individual,Kole,Sharp,1975-01-01,Female,Denmark,Oregon,Investment,4.4,Yes,Corporate,C1,Global Investor
C0645,Individual,Melany,Obrien,1975-01-01,Male,Australia,Washington,Investment,3,No,Website,C1,Global Investor
C0646,Corporate,Lumina,Co,1975-01-01,Other,USA,Texas,Investment,3.7,No,Agency,C3,Corporate Buyer
C0647,Individual,Kamila,Taylor,1975-01-01,Male,USA,Virginia,Personal Use,4.4,No,Client,C4,Luxury Investor
C0648,Individual,Amanda,Terrell,1975-01-01,Female,USA,Georgia,Investment,3,Yes,Direct,C2,First-Time Buyer
C0649,Individual,Erika,Gibson,1975-01-01,Male,USA,New York,Personal Use,3.7,No,Corporate,C1,Global Investor
C0650,Individual,Jakobe,Reeves,1975-01-01,Female,USA,Florida,Personal Use,4.4,Yes,Website,C2,First-Time Buyer
C0651,Individual,Sonia,Weber,1975-01-01,Male,USA,Utah,Investment,3,No,Agency,C1,Global Investor
C0652,Individual,Madeline,Phelps,1975-01-01,Female,USA,Ohio,Personal Use,3.7,Yes,Client,C2,First-Time Buyer
C0653,Individual,Bennett,Walker,1975-01-01,Male,USA,London,Personal Use,4.4,No,Direct,C4,Luxury Investor
C0654,Individual,Belinda,Hess,1975-01-01,Female,UK,Berlin,Investment,3,Yes,Corporate,C1,Global Investor
C0655,Individual,Johanna,Buchanan,1975-01-01,Male,Canada,Paris,Investment,3.7,No,Website,C1,Global Investor
C0656,Individual,Jaylen,Robinson,1975-01-01,Female,Germany,Ontario,Investment,4.4,Yes,Agency,C1,Global Investor
C0657,Individual,Michael,Tate,1975-01-01,Male,France,Quebec,Investment,3,No,Client,C1,Global Investor
C0658,Individual,Adriana,Patrick,1975-01-01,Female,Belgium,Brussels,Investment,3.7,Yes,Direct,C1,Global Investor
C0659,Individual,Julio,Mendez,1975-01-01,Male,Mexico,Dubai,Investment,4.4,No,Corporate,C1,Global Investor
C0660,Individual,Warren,Jensen,1975-01-01,Female,Russia,California,Investment,3,Yes,Website,C1,Global Investor
C0661,Individual,Luis,Hendricks,1975-01-01,Male,Denmark,Nevada,Investment,3.7,No,Agency,C1,Global Investor
C0662,Individual,Mohammad,Espinoza,1975-01-01,Female,Australia,Arizona,Investment,4.4,Yes,Client,C1,Global Investor
C0663,Individual,Davion,Karenina,1975-01-01,Male,USA,Colorado,Investment,3,No,Direct,C1,Global Investor
C0664,Individual,Logan,Huff,1975-01-01,Female,USA,Oregon,Personal Use,3.7,Yes,Corporate,C2,First-Time Buyer
C0665,Individual,Kaylin,Horne,1975-01-01,Male,USA,Washington,Personal Use,4.4,No,Website,C4,Luxury Investor
C0666,Individual,Ruben,Chandler,1975-01-01,Female,USA,Texas,Investment,3,Yes,Agency,C2,First-Time Buyer
C0667,Individual,Gianni,Park,1975-01-01,Male,USA,Virginia,Personal Use,3.7,No,Client,C1,Global Investor
C0668,Individual,Emilie,Hunt,1975-01-01,Female,USA,Georgia,Personal Use,4.4,Yes,Direct,C2,First-Time Buyer
C0669,Individual,Crystal,Mata,1975-01-01,Male,USA,New York,Investment,3,No,Corporate,C1,Global Investor
C0670,Individual,Annabel,Mckee,1975-01-01,Female,USA,Florida,Personal Use,3.7,Yes,Website,C2,First-Time Buyer
C0671,Individual,Rachel,Gilbert,1975-01-01,Male,UK,Utah,Investment,4.4,No,Agency,C1,Global Investor
C0672,Individual,Madalyn,Li,1975-01-01,Female,Canada,Ohio,Investment,3,Yes,Client,C1,Global Investor
C0673,Individual,Michelle,Riggs,1975-01-01,Male,Germany,London,Investment,3.7,No,Direct,C1,Global Investor
C0674,Individual,Ezra,Johns,1975-01-01,Female,France,Berlin,Investment,4.4,Yes,Corporate,C1,Global Investor
